,label,width,heights
18707,n04252225,375,500
18708,n04252225,333,500
18709,n04252225,375,500
18710,n04252225,350,495
18711,n04252225,333,500
18712,n04252225,500,375
18713,n04252225,332,500
18714,n04252225,338,500
18715,n04252225,334,500
18716,n04252225,375,500
18717,n04252225,333,500
18718,n04252225,500,473
18719,n04252225,500,500
18720,n04252225,375,500
18721,n04252225,375,500
18722,n04252225,375,500
18723,n04252225,375,500
18724,n04252225,333,500
18725,n04252225,375,500
18726,n04252225,377,500
18727,n04252225,375,500
18728,n04252225,333,500
18729,n04252225,333,500
18730,n04252225,375,500
18731,n04252225,347,500
18732,n04252225,375,500
18733,n04252225,375,500
18734,n04252225,333,500
18735,n04252225,375,500
18736,n04252225,375,500
18737,n04252225,338,500
18738,n04252225,500,387
18739,n04252225,334,500
18740,n04252225,333,500
18741,n04252225,500,375
18742,n04252225,500,409
18743,n04252225,332,500
18744,n04252225,336,500
18745,n04252225,375,500
18746,n04252225,333,500
18747,n04252225,333,500
18748,n04252225,375,500
18749,n04252225,335,500
18750,n01632458,386,500
18751,n01632458,375,500
18752,n01632458,390,500
18753,n01632458,411,500
18754,n01632458,375,500
18755,n01632458,375,500
18756,n01632458,400,500
18757,n01632458,375,500
18758,n01632458,422,500
18759,n01632458,375,500
18760,n01632458,375,500
18761,n01632458,375,500
18762,n01632458,500,376
18763,n01632458,375,500
18764,n01632458,500,375
18765,n01632458,375,500
18766,n01632458,375,500
18767,n01632458,375,500
18768,n01632458,500,375
18769,n01632458,375,500
18770,n01632458,375,500
18771,n01632458,401,500
18772,n01632458,375,500
18773,n01632458,388,500
18774,n01632458,375,500
18775,n01632458,375,500
18776,n01632458,500,375
18777,n01632458,375,500
18778,n01632458,375,500
18779,n01632458,500,375
18780,n01632458,374,500
18781,n01632458,500,375
18782,n01632458,375,500
18783,n01632458,386,500
18784,n01632458,375,500
18785,n01632458,500,375
18786,n01632458,500,375
18787,n01632458,375,500
18788,n01632458,500,375
18789,n01632458,375,500
18790,n01632458,375,500
18791,n01632458,375,500
18792,n01632458,500,492
18793,n01632458,400,500
18794,n01632458,400,500
18795,n01632458,375,500
18796,n01632458,375,500
18797,n01632458,375,500
18798,n01632458,500,375
18799,n01632458,375,500
18800,n03814639,375,500
18801,n03814639,375,500
18802,n03814639,375,500
18803,n03814639,375,500
18804,n03814639,375,500
18805,n03814639,375,500
18806,n03814639,500,375
18807,n03814639,375,500
18808,n03814639,375,500
18809,n03814639,386,500
18810,n03814639,375,500
18811,n03814639,334,500
18812,n03814639,375,500
18813,n03814639,500,374
18814,n03814639,360,480
18815,n03814639,378,500
18816,n03814639,375,500
18817,n03814639,500,375
18818,n03814639,500,375
18819,n03814639,385,500
18820,n03814639,500,375
18821,n03814639,500,375
18822,n03814639,375,500
18823,n03814639,375,500
18824,n03814639,334,500
18825,n03814639,500,500
18826,n03814639,370,500
18827,n03814639,500,375
18828,n03814639,375,500
18829,n03814639,500,500
18830,n03814639,500,375
18831,n03814639,375,500
18832,n03814639,375,500
18833,n03814639,375,500
18834,n03814639,357,500
18835,n03814639,472,500
18836,n03814639,375,500
18837,n03814639,500,375
18838,n03814639,375,500
18839,n03814639,375,500
18840,n03814639,375,500
18841,n03814639,355,500
18842,n03814639,375,500
18843,n03814639,375,500
18844,n03814639,500,375
18845,n03814639,500,375
18846,n03814639,375,500
18847,n03814639,375,500
18848,n03814639,335,500
18849,n03814639,500,375
18850,n02841315,500,332
18851,n02841315,375,500
18852,n02841315,375,500
18853,n02841315,500,500
18854,n02841315,245,280
18855,n02841315,375,500
18856,n02841315,375,500
18857,n02841315,375,500
18858,n02841315,335,500
18859,n02841315,500,500
18860,n02841315,375,500
18861,n02841315,500,333
18862,n02841315,545,750
18863,n02841315,394,500
18864,n02841315,375,500
18865,n02841315,344,500
18866,n02841315,333,500
18867,n02841315,293,500
18868,n02841315,375,500
18869,n02841315,500,500
18870,n02841315,375,500
18871,n02841315,375,500
18872,n02841315,375,500
18873,n02841315,500,375
18874,n02841315,333,500
18875,n02841315,333,500
18876,n02841315,375,500
18877,n02841315,1071,1600
18878,n02841315,500,325
18879,n02841315,375,500
18880,n02841315,500,375
18881,n02841315,375,500
18882,n02841315,375,500
18883,n02841315,500,382
18884,n02841315,333,500
18885,n02841315,335,500
18886,n02841315,333,500
18887,n02841315,375,500
18888,n02841315,530,801
18889,n02841315,500,335
18890,n02841315,363,500
18891,n02841315,334,500
18892,n02841315,375,500
18893,n02841315,500,408
18894,n02841315,375,500
18895,n02841315,500,375
18896,n02841315,351,500
18897,n02841315,375,500
18898,n02841315,375,500
18899,n02841315,375,500
18900,n04317175,500,335
18901,n04317175,375,500
18902,n04317175,371,500
18903,n04317175,375,500
18904,n04317175,375,500
18905,n04317175,375,500
18906,n04317175,375,500
18907,n04317175,500,375
18908,n04317175,500,375
18909,n04317175,375,500
18910,n04317175,500,386
18911,n04317175,500,382
18912,n04317175,500,375
18913,n04317175,477,358
18914,n04317175,375,500
18915,n04317175,500,459
18916,n04317175,500,375
18917,n04317175,338,500
18918,n04317175,500,376
18919,n04317175,500,366
18920,n04317175,375,500
18921,n04317175,500,375
18922,n04317175,386,500
18923,n04317175,375,500
18924,n04317175,500,375
18925,n04317175,350,500
18926,n04317175,375,500
18927,n04317175,413,500
18928,n04317175,334,500
18929,n04317175,343,500
18930,n04317175,500,374
18931,n04317175,500,375
18932,n04317175,500,375
18933,n04317175,375,500
18934,n04317175,375,500
18935,n04317175,375,500
18936,n04317175,500,383
18937,n04317175,375,500
18938,n04317175,500,375
18939,n04317175,472,500
18940,n04317175,500,500
18941,n04317175,375,500
18942,n04317175,375,500
18943,n04317175,500,352
18944,n04317175,500,335
18945,n04317175,334,500
18946,n04317175,500,396
18947,n04317175,500,375
18948,n04317175,500,491
18949,n04317175,375,500
18950,n04004767,469,625
18951,n04004767,250,230
18952,n04004767,255,280
18953,n04004767,178,300
18954,n04004767,333,500
18955,n04004767,189,150
18956,n04004767,380,372
18957,n04004767,469,625
18958,n04004767,375,500
18959,n04004767,375,500
18960,n04004767,334,500
18961,n04004767,223,500
18962,n04004767,375,500
18963,n04004767,375,500
18964,n04004767,400,500
18965,n04004767,200,300
18966,n04004767,400,520
18967,n04004767,333,500
18968,n04004767,364,500
18969,n04004767,500,375
18970,n04004767,500,375
18971,n04004767,375,500
18972,n04004767,119,150
18973,n04004767,280,464
18974,n04004767,500,375
18975,n04004767,374,500
18976,n04004767,375,500
18977,n04004767,375,500
18978,n04004767,160,134
18979,n04004767,375,500
18980,n04004767,375,500
18981,n04004767,375,500
18982,n04004767,361,500
18983,n04004767,200,200
18984,n04004767,375,500
18985,n04004767,375,500
18986,n04004767,375,500
18987,n04004767,333,500
18988,n04004767,111,111
18989,n04004767,375,500
18990,n04004767,334,500
18991,n04004767,500,375
18992,n04004767,300,400
18993,n04004767,344,350
18994,n04004767,375,500
18995,n04004767,666,1000
18996,n04004767,375,500
18997,n04004767,230,170
18998,n04004767,500,375
18999,n04004767,500,333
19000,n04347754,375,500
19001,n04347754,335,500
19002,n04347754,318,500
19003,n04347754,375,500
19004,n04347754,375,500
19005,n04347754,375,500
19006,n04347754,375,500
19007,n04347754,500,333
19008,n04347754,375,500
19009,n04347754,320,500
19010,n04347754,500,356
19011,n04347754,343,500
19012,n04347754,375,500
19013,n04347754,446,500
19014,n04347754,500,398
19015,n04347754,333,500
19016,n04347754,333,500
19017,n04347754,334,500
19018,n04347754,375,500
19019,n04347754,375,500
19020,n04347754,375,500
19021,n04347754,375,500
19022,n04347754,500,400
19023,n04347754,334,500
19024,n04347754,375,500
19025,n04347754,375,500
19026,n04347754,500,357
19027,n04347754,500,332
19028,n04347754,375,500
19029,n04347754,319,500
19030,n04347754,317,500
19031,n04347754,333,500
19032,n04347754,447,500
19033,n04347754,375,500
19034,n04347754,332,500
19035,n04347754,333,500
19036,n04347754,333,500
19037,n04347754,333,500
19038,n04347754,334,500
19039,n04347754,375,500
19040,n04347754,375,500
19041,n04347754,500,333
19042,n04347754,333,500
19043,n04347754,304,500
19044,n04347754,344,500
19045,n04347754,470,500
19046,n04347754,375,500
19047,n04347754,500,424
19048,n04347754,334,500
19049,n04347754,375,500
19050,n04049303,500,375
19051,n04049303,500,375
19052,n04049303,375,500
19053,n04049303,396,500
19054,n04049303,400,500
19055,n04049303,500,375
19056,n04049303,500,375
19057,n04049303,375,500
19058,n04049303,375,500
19059,n04049303,375,500
19060,n04049303,500,375
19061,n04049303,375,500
19062,n04049303,407,500
19063,n04049303,500,375
19064,n04049303,375,500
19065,n04049303,500,375
19066,n04049303,500,375
19067,n04049303,500,375
19068,n04049303,375,500
19069,n04049303,375,500
19070,n04049303,500,375
19071,n04049303,500,375
19072,n04049303,500,375
19073,n04049303,375,500
19074,n04049303,500,375
19075,n04049303,375,500
19076,n04049303,375,500
19077,n04049303,500,375
19078,n04049303,500,375
19079,n04049303,500,375
19080,n04049303,375,500
19081,n04049303,375,500
19082,n04049303,375,500
19083,n04049303,500,375
19084,n04049303,500,375
19085,n04049303,500,375
19086,n04049303,500,375
19087,n04049303,500,375
19088,n04049303,375,500
19089,n04049303,375,500
19090,n04049303,375,500
19091,n04049303,375,500
19092,n04049303,375,500
19093,n04049303,500,375
19094,n04049303,500,375
19095,n04049303,500,375
19096,n04049303,375,500
19097,n04049303,500,375
19098,n04049303,491,500
19099,n04049303,500,375
19100,n02326432,300,400
19101,n02326432,1324,1999
19102,n02326432,330,440
19103,n02326432,249,211
19104,n02326432,242,320
19105,n02326432,266,400
19106,n02326432,550,397
19107,n02326432,800,640
19108,n02326432,215,143
19109,n02326432,247,300
19110,n02326432,400,600
19111,n02326432,574,944
19112,n02326432,201,300
19113,n02326432,525,525
19114,n02326432,538,443
19115,n02326432,510,340
19116,n02326432,456,305
19117,n02326432,450,600
19118,n02326432,853,1280
19119,n02326432,486,600
19120,n02326432,530,800
19121,n02326432,600,800
19122,n02326432,240,300
19123,n02326432,400,280
19124,n02326432,235,350
19125,n02326432,396,446
19126,n02326432,266,400
19127,n02326432,1010,1490
19128,n02326432,301,450
19129,n02326432,500,680
19130,n02326432,600,451
19131,n02326432,310,225
19132,n02326432,505,360
19133,n02326432,350,467
19134,n02326432,280,420
19135,n02326432,768,838
19136,n02326432,457,540
19137,n02326432,283,436
19138,n02326432,570,440
19139,n02326432,600,900
19140,n02326432,768,1024
19141,n02326432,197,300
19142,n02326432,367,550
19143,n02326432,482,720
19144,n02326432,233,350
19145,n02326432,267,400
19146,n02326432,600,919
19147,n02326432,600,800
19148,n02326432,320,480
19149,n02326432,566,800
19150,n03347037,500,411
19151,n03347037,500,375
19152,n03347037,405,400
19153,n03347037,900,675
19154,n03347037,1704,2272
19155,n03347037,402,400
19156,n03347037,514,343
19157,n03347037,431,730
19158,n03347037,375,500
19159,n03347037,337,499
19160,n03347037,331,443
19161,n03347037,546,550
19162,n03347037,2448,3264
19163,n03347037,375,500
19164,n03347037,500,432
19165,n03347037,1535,1955
19166,n03347037,600,461
19167,n03347037,550,611
19168,n03347037,300,400
19169,n03347037,332,500
19170,n03347037,500,312
19171,n03347037,375,500
19172,n03347037,640,480
19173,n03347037,480,362
19174,n03347037,378,429
19175,n03347037,375,500
19176,n03347037,500,500
19177,n03347037,375,500
19178,n03347037,375,500
19179,n03347037,320,214
19180,n03347037,1000,687
19181,n03347037,306,360
19182,n03347037,375,500
19183,n03347037,402,600
19184,n03347037,388,458
19185,n03347037,391,600
19186,n03347037,270,360
19187,n03347037,375,500
19188,n03347037,300,400
19189,n03347037,365,450
19190,n03347037,500,375
19191,n03347037,500,375
19192,n03347037,280,390
19193,n03347037,1302,1590
19194,n03347037,443,770
19195,n03347037,450,600
19196,n03347037,595,684
19197,n03347037,1219,800
19198,n03347037,500,375
19199,n03347037,500,375
19200,n04141076,500,338
19201,n04141076,336,500
19202,n04141076,375,500
19203,n04141076,500,500
19204,n04141076,337,500
19205,n04141076,500,375
19206,n04141076,500,333
19207,n04141076,334,500
19208,n04141076,375,500
19209,n04141076,375,500
19210,n04141076,333,500
19211,n04141076,333,500
19212,n04141076,334,500
19213,n04141076,500,500
19214,n04141076,334,500
19215,n04141076,333,500
19216,n04141076,495,500
19217,n04141076,500,375
19218,n04141076,500,368
19219,n04141076,500,375
19220,n04141076,333,500
19221,n04141076,500,409
19222,n04141076,375,500
19223,n04141076,388,500
19224,n04141076,500,337
19225,n04141076,500,467
19226,n04141076,500,375
19227,n04141076,333,500
19228,n04141076,500,334
19229,n04141076,375,500
19230,n04141076,500,375
19231,n04141076,500,375
19232,n04141076,337,500
19233,n04141076,500,500
19234,n04141076,334,500
19235,n04141076,500,333
19236,n04141076,500,334
19237,n04141076,333,500
19238,n04141076,500,337
19239,n04141076,500,333
19240,n04141076,500,333
19241,n04141076,500,333
19242,n04141076,500,333
19243,n04141076,500,377
19244,n04141076,500,500
19245,n04141076,500,375
19246,n04141076,500,334
19247,n04141076,388,500
19248,n04141076,500,333
19249,n04141076,375,500
19250,n01749939,335,500
19251,n01749939,334,500
19252,n01749939,379,500
19253,n01749939,375,500
19254,n01749939,335,500
19255,n01749939,333,500
19256,n01749939,375,500
19257,n01749939,375,500
19258,n01749939,336,500
19259,n01749939,333,500
19260,n01749939,500,458
19261,n01749939,333,500
19262,n01749939,333,500
19263,n01749939,375,500
19264,n01749939,375,500
19265,n01749939,333,500
19266,n01749939,500,375
19267,n01749939,333,500
19268,n01749939,500,333
19269,n01749939,429,500
19270,n01749939,333,500
19271,n01749939,440,500
19272,n01749939,375,500
19273,n01749939,333,500
19274,n01749939,333,500
19275,n01749939,333,500
19276,n01749939,375,500
19277,n01749939,371,500
19278,n01749939,333,500
19279,n01749939,344,500
19280,n01749939,375,500
19281,n01749939,333,500
19282,n01749939,500,337
19283,n01749939,333,500
19284,n01749939,457,500
19285,n01749939,375,500
19286,n01749939,335,500
19287,n01749939,357,500
19288,n01749939,333,500
19289,n01749939,333,500
19290,n01749939,375,500
19291,n01749939,333,500
19292,n01749939,375,500
19293,n01749939,334,500
19294,n01749939,375,500
19295,n01749939,375,500
19296,n01749939,333,500
19297,n01749939,375,500
19298,n01749939,333,500
19299,n01749939,333,500
19300,n01770393,350,500
19301,n01770393,386,500
19302,n01770393,375,500
19303,n01770393,375,500
19304,n01770393,371,500
19305,n01770393,370,500
19306,n01770393,468,500
19307,n01770393,333,500
19308,n01770393,334,500
19309,n01770393,800,500
19310,n01770393,500,333
19311,n01770393,768,1024
19312,n01770393,582,450
19313,n01770393,357,500
19314,n01770393,375,500
19315,n01770393,375,500
19316,n01770393,500,319
19317,n01770393,333,500
19318,n01770393,538,578
19319,n01770393,375,500
19320,n01770393,375,500
19321,n01770393,430,452
19322,n01770393,378,504
19323,n01770393,375,500
19324,n01770393,375,500
19325,n01770393,600,800
19326,n01770393,375,500
19327,n01770393,375,500
19328,n01770393,360,480
19329,n01770393,500,333
19330,n01770393,333,500
19331,n01770393,400,450
19332,n01770393,600,800
19333,n01770393,333,500
19334,n01770393,500,357
19335,n01770393,375,500
19336,n01770393,239,500
19337,n01770393,1200,800
19338,n01770393,375,500
19339,n01770393,375,500
19340,n01770393,461,431
19341,n01770393,330,420
19342,n01770393,396,537
19343,n01770393,602,484
19344,n01770393,344,500
19345,n01770393,333,500
19346,n01770393,324,500
19347,n01770393,373,500
19348,n01770393,385,500
19349,n01770393,332,500
19350,n02090721,1182,1740
19351,n02090721,182,252
19352,n02090721,375,500
19353,n02090721,375,500
19354,n02090721,375,500
19355,n02090721,340,360
19356,n02090721,333,500
19357,n02090721,393,480
19358,n02090721,442,600
19359,n02090721,375,500
19360,n02090721,240,320
19361,n02090721,500,387
19362,n02090721,471,305
19363,n02090721,247,300
19364,n02090721,375,500
19365,n02090721,333,500
19366,n02090721,689,1032
19367,n02090721,500,376
19368,n02090721,500,375
19369,n02090721,333,500
19370,n02090721,296,400
19371,n02090721,600,900
19372,n02090721,333,500
19373,n02090721,333,500
19374,n02090721,220,200
19375,n02090721,500,375
19376,n02090721,335,500
19377,n02090721,271,300
19378,n02090721,500,333
19379,n02090721,333,500
19380,n02090721,299,331
19381,n02090721,500,333
19382,n02090721,346,500
19383,n02090721,375,500
19384,n02090721,500,375
19385,n02090721,489,500
19386,n02090721,333,500
19387,n02090721,375,500
19388,n02090721,375,500
19389,n02090721,375,500
19390,n02090721,375,500
19391,n02090721,500,448
19392,n02090721,332,500
19393,n02090721,375,500
19394,n02090721,333,500
19395,n02090721,878,859
19396,n02090721,375,500
19397,n02090721,253,380
19398,n02090721,335,500
19399,n02090721,300,350
19400,n07590611,375,500
19401,n07590611,375,500
19402,n07590611,375,500
19403,n07590611,375,500
19404,n07590611,500,375
19405,n07590611,375,500
19406,n07590611,375,500
19407,n07590611,375,500
19408,n07590611,375,500
19409,n07590611,500,375
19410,n07590611,375,500
19411,n07590611,375,500
19412,n07590611,500,500
19413,n07590611,500,500
19414,n07590611,375,500
19415,n07590611,375,500
19416,n07590611,375,500
19417,n07590611,500,375
19418,n07590611,375,500
19419,n07590611,375,500
19420,n07590611,375,500
19421,n07590611,375,500
19422,n07590611,375,500
19423,n07590611,375,500
19424,n07590611,375,500
19425,n07590611,500,375
19426,n07590611,375,500
19427,n07590611,375,500
19428,n07590611,378,500
19429,n07590611,375,500
19430,n07590611,375,500
19431,n07590611,375,500
19432,n07590611,500,500
19433,n07590611,500,375
19434,n07590611,375,500
19435,n07590611,500,500
19436,n07590611,375,500
19437,n07590611,500,375
19438,n07590611,375,500
19439,n07590611,394,500
19440,n07590611,375,500
19441,n07590611,375,500
19442,n07590611,375,500
19443,n07590611,500,375
19444,n07590611,375,500
19445,n07590611,500,500
19446,n07590611,375,500
19447,n07590611,500,410
19448,n07590611,386,500
19449,n07590611,375,500
19450,n02111500,363,500
19451,n02111500,375,500
19452,n02111500,375,500
19453,n02111500,333,500
19454,n02111500,375,500
19455,n02111500,405,500
19456,n02111500,500,333
19457,n02111500,500,375
19458,n02111500,375,500
19459,n02111500,375,500
19460,n02111500,427,500
19461,n02111500,375,500
19462,n02111500,404,500
19463,n02111500,375,500
19464,n02111500,375,500
19465,n02111500,333,500
19466,n02111500,375,500
19467,n02111500,375,500
19468,n02111500,375,500
19469,n02111500,500,375
19470,n02111500,375,500
19471,n02111500,380,500
19472,n02111500,349,500
19473,n02111500,375,500
19474,n02111500,333,500
19475,n02111500,360,500
19476,n02111500,375,500
19477,n02111500,375,500
19478,n02111500,356,500
19479,n02111500,375,500
19480,n02111500,375,500
19481,n02111500,375,500
19482,n02111500,367,500
19483,n02111500,500,346
19484,n02111500,375,500
19485,n02111500,375,500
19486,n02111500,354,500
19487,n02111500,500,369
19488,n02111500,375,500
19489,n02111500,333,500
19490,n02111500,375,500
19491,n02111500,500,375
19492,n02111500,375,500
19493,n02111500,375,500
19494,n02111500,375,500
19495,n02111500,357,500
19496,n02111500,500,463
19497,n02111500,443,500
19498,n02111500,375,500
19499,n02111500,375,500
19500,n03786901,768,1024
19501,n03786901,400,396
19502,n03786901,412,550
19503,n03786901,392,438
19504,n03786901,333,500
19505,n03786901,350,475
19506,n03786901,558,800
19507,n03786901,597,800
19508,n03786901,507,600
19509,n03786901,500,333
19510,n03786901,375,500
19511,n03786901,375,500
19512,n03786901,683,1024
19513,n03786901,480,640
19514,n03786901,368,500
19515,n03786901,487,650
19516,n03786901,400,400
19517,n03786901,598,627
19518,n03786901,500,500
19519,n03786901,450,938
19520,n03786901,500,387
19521,n03786901,430,600
19522,n03786901,500,375
19523,n03786901,376,525
19524,n03786901,480,640
19525,n03786901,448,293
19526,n03786901,600,600
19527,n03786901,1200,891
19528,n03786901,418,555
19529,n03786901,373,520
19530,n03786901,299,450
19531,n03786901,500,374
19532,n03786901,500,375
19533,n03786901,841,1261
19534,n03786901,333,500
19535,n03786901,659,500
19536,n03786901,335,500
19537,n03786901,412,550
19538,n03786901,469,625
19539,n03786901,333,500
19540,n03786901,405,510
19541,n03786901,192,200
19542,n03786901,475,500
19543,n03786901,2048,1536
19544,n03786901,480,640
19545,n03786901,375,500
19546,n03786901,437,521
19547,n03786901,1417,1063
19548,n03786901,476,500
19549,n03786901,333,500
19550,n02110063,375,500
19551,n02110063,375,500
19552,n02110063,399,500
19553,n02110063,375,500
19554,n02110063,375,500
19555,n02110063,375,500
19556,n02110063,375,500
19557,n02110063,375,500
19558,n02110063,375,500
19559,n02110063,375,500
19560,n02110063,438,500
19561,n02110063,375,500
19562,n02110063,375,500
19563,n02110063,422,500
19564,n02110063,500,375
19565,n02110063,375,500
19566,n02110063,375,500
19567,n02110063,375,500
19568,n02110063,500,375
19569,n02110063,375,500
19570,n02110063,375,500
19571,n02110063,375,500
19572,n02110063,377,500
19573,n02110063,395,500
19574,n02110063,374,500
19575,n02110063,375,500
19576,n02110063,375,500
19577,n02110063,500,393
19578,n02110063,375,500
19579,n02110063,500,375
19580,n02110063,375,500
19581,n02110063,500,378
19582,n02110063,473,500
19583,n02110063,500,394
19584,n02110063,375,500
19585,n02110063,375,500
19586,n02110063,375,500
19587,n02110063,417,500
19588,n02110063,375,500
19589,n02110063,377,500
19590,n02110063,500,479
19591,n02110063,375,500
19592,n02110063,375,500
19593,n02110063,377,500
19594,n02110063,375,500
19595,n02110063,500,375
19596,n02110063,375,500
19597,n02110063,500,400
19598,n02110063,500,418
19599,n02110063,375,500
19600,n01694178,333,500
19601,n01694178,335,500
19602,n01694178,369,500
19603,n01694178,500,500
19604,n01694178,333,500
19605,n01694178,344,500
19606,n01694178,349,500
19607,n01694178,500,334
19608,n01694178,378,500
19609,n01694178,333,500
19610,n01694178,394,500
19611,n01694178,333,500
19612,n01694178,375,500
19613,n01694178,500,334
19614,n01694178,333,500
19615,n01694178,335,500
19616,n01694178,335,500
19617,n01694178,333,500
19618,n01694178,379,500
19619,n01694178,500,333
19620,n01694178,335,500
19621,n01694178,333,500
19622,n01694178,335,500
19623,n01694178,344,500
19624,n01694178,335,500
19625,n01694178,500,334
19626,n01694178,335,500
19627,n01694178,335,500
19628,n01694178,500,334
19629,n01694178,500,334
19630,n01694178,360,500
19631,n01694178,500,334
19632,n01694178,500,334
19633,n01694178,500,334
19634,n01694178,335,500
19635,n01694178,375,500
19636,n01694178,500,334
19637,n01694178,335,500
19638,n01694178,335,500
19639,n01694178,333,500
19640,n01694178,375,500
19641,n01694178,500,333
19642,n01694178,500,334
19643,n01694178,335,500
19644,n01694178,335,500
19645,n01694178,500,334
19646,n01694178,335,500
19647,n01694178,405,500
19648,n01694178,500,421
19649,n01694178,500,334
19650,n01784675,390,500
19651,n01784675,334,500
19652,n01784675,396,500
19653,n01784675,358,500
19654,n01784675,500,404
19655,n01784675,376,500
19656,n01784675,381,500
19657,n01784675,500,375
19658,n01784675,375,500
19659,n01784675,500,500
19660,n01784675,342,500
19661,n01784675,375,500
19662,n01784675,416,500
19663,n01784675,387,500
19664,n01784675,334,500
19665,n01784675,500,473
19666,n01784675,375,500
19667,n01784675,375,500
19668,n01784675,333,500
19669,n01784675,347,500
19670,n01784675,483,500
19671,n01784675,353,500
19672,n01784675,333,500
19673,n01784675,389,500
19674,n01784675,375,500
19675,n01784675,375,500
19676,n01784675,412,500
19677,n01784675,344,500
19678,n01784675,333,500
19679,n01784675,370,500
19680,n01784675,375,500
19681,n01784675,333,500
19682,n01784675,375,500
19683,n01784675,500,375
19684,n01784675,375,500
19685,n01784675,420,500
19686,n01784675,367,500
19687,n01784675,375,500
19688,n01784675,375,500
19689,n01784675,339,500
19690,n01784675,375,500
19691,n01784675,361,500
19692,n01784675,500,372
19693,n01784675,375,500
19694,n01784675,375,500
19695,n01784675,375,500
19696,n01784675,375,500
19697,n01784675,375,500
19698,n01784675,500,493
19699,n01784675,384,500
19700,n03803284,768,1024
19701,n03803284,492,500
19702,n03803284,390,500
19703,n03803284,500,333
19704,n03803284,500,333
19705,n03803284,500,385
19706,n03803284,375,500
19707,n03803284,333,500
19708,n03803284,375,500
19709,n03803284,375,500
19710,n03803284,912,640
19711,n03803284,384,500
19712,n03803284,375,500
19713,n03803284,500,306
19714,n03803284,336,448
19715,n03803284,375,500
19716,n03803284,329,500
19717,n03803284,375,500
19718,n03803284,500,375
19719,n03803284,336,500
19720,n03803284,500,333
19721,n03803284,333,500
19722,n03803284,500,332
19723,n03803284,375,500
19724,n03803284,436,500
19725,n03803284,375,500
19726,n03803284,500,400
19727,n03803284,375,500
19728,n03803284,600,800
19729,n03803284,500,333
19730,n03803284,375,500
19731,n03803284,375,500
19732,n03803284,500,291
19733,n03803284,375,500
19734,n03803284,448,500
19735,n03803284,375,500
19736,n03803284,749,900
19737,n03803284,375,500
19738,n03803284,500,375
19739,n03803284,375,500
19740,n03803284,288,500
19741,n03803284,374,500
19742,n03803284,600,800
19743,n03803284,500,306
19744,n03803284,646,864
19745,n03803284,375,500
19746,n03803284,774,810
19747,n03803284,500,500
19748,n03803284,375,500
19749,n03803284,375,500
19750,n01558993,458,500
19751,n01558993,500,400
19752,n01558993,470,500
19753,n01558993,395,500
19754,n01558993,500,428
19755,n01558993,389,500
19756,n01558993,375,500
19757,n01558993,428,500
19758,n01558993,500,418
19759,n01558993,500,500
19760,n01558993,500,400
19761,n01558993,375,500
19762,n01558993,500,382
19763,n01558993,382,500
19764,n01558993,401,500
19765,n01558993,400,500
19766,n01558993,401,500
19767,n01558993,500,493
19768,n01558993,375,500
19769,n01558993,500,391
19770,n01558993,500,414
19771,n01558993,466,500
19772,n01558993,500,375
19773,n01558993,500,500
19774,n01558993,500,400
19775,n01558993,500,377
19776,n01558993,393,500
19777,n01558993,399,500
19778,n01558993,500,377
19779,n01558993,500,375
19780,n01558993,500,500
19781,n01558993,375,500
19782,n01558993,404,500
19783,n01558993,492,500
19784,n01558993,386,500
19785,n01558993,460,500
19786,n01558993,500,452
19787,n01558993,375,500
19788,n01558993,428,500
19789,n01558993,381,500
19790,n01558993,375,500
19791,n01558993,500,452
19792,n01558993,384,500
19793,n01558993,380,500
19794,n01558993,425,500
19795,n01558993,455,500
19796,n01558993,429,500
19797,n01558993,381,500
19798,n01558993,500,491
19799,n01558993,500,472
19800,n02105855,375,500
19801,n02105855,375,500
19802,n02105855,375,500
19803,n02105855,500,400
19804,n02105855,375,500
19805,n02105855,412,500
19806,n02105855,375,500
19807,n02105855,458,500
19808,n02105855,500,375
19809,n02105855,375,500
19810,n02105855,375,500
19811,n02105855,375,500
19812,n02105855,375,500
19813,n02105855,375,500
19814,n02105855,375,500
19815,n02105855,375,500
19816,n02105855,375,500
19817,n02105855,417,500
19818,n02105855,375,500
19819,n02105855,375,500
19820,n02105855,375,500
19821,n02105855,375,500
19822,n02105855,375,500
19823,n02105855,375,500
19824,n02105855,384,500
19825,n02105855,375,500
19826,n02105855,375,500
19827,n02105855,375,500
19828,n02105855,375,500
19829,n02105855,400,500
19830,n02105855,375,500
19831,n02105855,500,382
19832,n02105855,375,500
19833,n02105855,375,500
19834,n02105855,375,500
19835,n02105855,404,500
19836,n02105855,375,500
19837,n02105855,375,500
19838,n02105855,500,375
19839,n02105855,377,500
19840,n02105855,375,500
19841,n02105855,500,498
19842,n02105855,375,500
19843,n02105855,376,500
19844,n02105855,500,452
19845,n02105855,375,500
19846,n02105855,500,375
19847,n02105855,375,500
19848,n02105855,375,500
19849,n02105855,375,500
19850,n02814860,424,500
19851,n02814860,500,327
19852,n02814860,371,500
19853,n02814860,375,500
19854,n02814860,500,334
19855,n02814860,500,396
19856,n02814860,500,375
19857,n02814860,334,500
19858,n02814860,500,375
19859,n02814860,500,367
19860,n02814860,332,500
19861,n02814860,375,500
19862,n02814860,322,500
19863,n02814860,332,500
19864,n02814860,375,500
19865,n02814860,349,500
19866,n02814860,347,500
19867,n02814860,500,375
19868,n02814860,500,343
19869,n02814860,346,500
